,pubmedID,title,fullAuthorEdited
260,32947205,"Incidence, prevalence and prescription patterns of antipsychotic medications use in Asia and US: A cross-nation comparison with common data model.",'Chien-Chou Su' 'Edward Chia-Cheng Lai' 'Yea-Huei Kao Yang' 'Kenneth K C Man' 'Kiyoshi Kubota' 'Paul Stang' 'Martijn Schuemie' 'Patrick Ryan' 'Chantelle Hardy' 'Yinghong Zhang' 'Shinya Kimura' 'Yukari Kamijima' 'Ian C K Wong' 'Soko Setoguchi'
261,33099616,Erratum to: Large-Scale Evidence Generation and Evaluation across a Network of Databases (LEGEND): Assessing Validity Using Hypertension as a Case Study.,'Martijn J Schuemie' 'Patrick B Ryan' 'Nicole Pratt' 'RuiJun Chen' 'Seng Chan You' 'Harlan M Krumholz' 'David Madigan' 'George Hripcsak' 'Marc A Suchard'
262,33549087,An empirical analysis of dealing with patients who are lost to follow-up when developing prognostic models using a cohort design.,'Jenna M Reps' 'Peter Rijnbeek' 'Alana Cuthbert' 'Patrick B Ryan' 'Nicole Pratt' 'Martijn Schuemie'
263,34049958,Thirty-Day Outcomes of Children and Adolescents With COVID-19: An International Experience.,'Talita Duarte-Salles' 'David Vizcaya' 'Andrea Pistillo' 'Paula Casajust' 'Anthony G Sena' 'Lana Yin Hui Lai' 'Albert Prats-Uribe' 'Waheed-Ul-Rahman Ahmed' 'Thamir M Alshammari' 'Heba Alghoul' 'Osaid Alser' 'Edward Burn' 'Seng Chan You' 'Carlos Areia' 'Clair Blacketer' 'Scott DuVall' 'Thomas Falconer' 'Sergio Fernandez-Bertolin' 'Stephen Fortin' 'Asieh Golozar' 'Mengchun Gong' 'Eng Hooi Tan' 'Vojtech Huser' 'Pablo Iveli' 'Daniel R Morales' 'Fredrik Nyberg' 'Jose D Posada' 'Martina Recalde' 'Elena Roel' 'Lisa M Schilling' 'Nigam H Shah' 'Karishma Shah' 'Marc A Suchard' 'Lin Zhang' 'Ying Zhang' 'Andrew E Williams' 'Christian G Reich' 'George Hripcsak' 'Peter Rijnbeek' 'Patrick Ryan' 'Kristin Kostka' 'Daniel Prieto-Alhambra'
264,34085538,Outcomes of COVID-19 in Patients With Cancer: Report From the National COVID Cohort Collaborative (N3C).,'Noha Sharafeldin' 'Benjamin Bates' 'Qianqian Song' 'Vithal Madhira' 'Yao Yan' 'Sharlene Dong' 'Eileen Lee' 'Nathaniel Kuhrt' 'Yu Raymond Shao' 'Feifan Liu' 'Timothy Bergquist' 'Justin Guinney' 'Jing Su' 'Umit Topaloglu'
265,34255046,Clinical Characterization and Prediction of Clinical Severity of SARS-CoV-2 Infection Among US Adults Using Data From the US National COVID Cohort Collaborative.,'Tellen D Bennett' 'Richard A Moffitt' 'Janos G Hajagos' 'Benjamin Amor' 'Adit Anand' 'Mark M Bissell' 'Katie Rebecca Bradwell' 'Carolyn Bremer' 'James Brian Byrd' 'Alina Denham' 'Peter E DeWitt' 'Davera Gabriel' 'Brian T Garibaldi' 'Andrew T Girvin' 'Justin Guinney' 'Elaine L Hill' 'Stephanie S Hong' 'Hunter Jimenez' 'Ramakanth Kavuluru' 'Kristin Kostka' 'Harold P Lehmann' 'Eli Levitt' 'Sandeep K Mallipattu' 'Amin Manna' 'Julie A McMurry' 'Michele Morris' 'John Muschelli' 'Andrew J Neumann' 'Matvey B Palchuk' 'Emily R Pfaff' 'Zhenglong Qian' 'Nabeel Qureshi' 'Seth Russell' 'Heidi Spratt' 'Anita Walden' 'Andrew E Williams' 'Jacob T Wooldridge' 'Yun Jae Yoo' 'Xiaohan Tanner Zhang' 'Richard L Zhu' 'Christopher P Austin' 'Joel H Saltz' 'Ken R Gersing' 'Melissa A Haendel' 'Christopher G Chute'
266,34294093,Evaluating risk detection methods to uncover ontogenic-mediated adverse drug effect mechanisms in children.,'Nicholas P Giangreco' 'Nicholas P Tatonetti'
267,34304580,Comparative First-Line Effectiveness and Safety of ACE (Angiotensin-Converting Enzyme) Inhibitors and Angiotensin Receptor Blockers: A Multinational Cohort Study.,'RuiJun Chen' 'Marc A Suchard' 'Harlan M Krumholz' 'Martijn J Schuemie' 'Steven Shea' 'Jon Duke' 'Nicole Pratt' 'Christian G Reich' 'David Madigan' 'Seng Chan You' 'Patrick B Ryan' 'George Hripcsak'
268,34831777,The Prescription of Drug Ontology 2.0 (PDRO): More Than the Sum of Its Parts.,'Jean-Francois Ethier' 'Francois Goyer' 'Paul Fabry' 'Adrien Barton'
269,33404595,Comparison of family health history in surveys vs electronic health record data mapped to the observational medical outcomes partnership data model in the All of Us Research Program.,"'Robert M Cronin' 'Alese E Halvorson' 'Cassie Springer' 'Xiaoke Feng' 'Lina Sulieman' 'Roxana Loperena-Cortes' 'Kelsey Mayo' 'Robert J Carroll' 'Qingxia Chen' 'Brian K Ahmedani' 'Jason Karnes' 'Bruce Korf' ' Donnell Christopher J""' ' ' "
270,32484782,The Oxford Royal College of General Practitioners Clinical Informatics Digital Hub: Protocol to Develop Extended COVID-19 Surveillance and Trial Platforms.,"'Simon de Lusignan' 'Nicholas Jones' 'Jienchi Dorward' 'Rachel Byford' 'Harshana Liyanage' 'John Briggs' 'Filipa Ferreira' 'Oluwafunmi Akinyemi' 'Gayatri Amirthalingam' 'Chris Bates' 'Jamie Lopez Bernal' 'Gavin Dabrera' 'Alex Eavis' 'Alex J Elliot' 'Michael Feher' 'Else Krajenbrink' 'Uy Hoang' 'Gary Howsam' 'Jonathan Leach' 'Cecilia Okusi' 'Brian Nicholson' 'Philip Nieri' 'Julian Sherlock' 'Gillian Smith' 'Mark Thomas' 'Nicholas Thomas' 'Manasa Tripathy' 'William Victor' 'John Williams' 'Ian Wood' 'Maria Zambon' 'John Parry' ' Hanlon Shaun""' ' ' ' ' ' ' "
271,31437950,Detecting Systemic Data Quality Issues in Electronic Health Records.,'Casey N Ta' 'Chunhua Weng'
272,29755826,Pharmacovigilance via Baseline Regularization with Large-Scale Longitudinal Observational Data.,'Zhaobin Kuang' 'Peggy Peissig' 'Vitor Santos Costa' 'Richard Maclin' 'David Page'
273,26136091,Erratum to: A Comparative Assessment of Observational Medical Outcomes Partnership and Mini-Sentinel Common Data Models and Analytics: Implications for Active Drug Safety Surveillance.,'Yihua Xu' 'Xiaofeng Zhou' 'Brandon T Suehs' 'Abraham G Hartzema' 'Michael G Kahn' 'Yola Moride' 'Brian C Sauer' 'Qing Liu' 'Keran Moll' 'Margaret K Pasquale' 'Vinit P Nair' 'Andrew Bate'
274,26052957,Exploration of heterogeneity in distributed research network drug safety analyses.,'Richard A Hansen' 'Peng Zeng' 'Patrick Ryan' 'Juan Gao' 'Kalyani Sonawane' 'Benjamin Teeter' 'Kimberly Westrich' 'Robert W Dubois'
275,24713590,Toward enhanced pharmacovigilance using patient-generated data on the internet.,'R W White' 'R Harpaz' 'N H Shah' 'W DuMouchel' 'E Horvitz'
276,24685766,Detecting adverse drug reactions following long-term exposure in longitudinal observational data: The exposure-adjusted self-controlled case series.,'Martijn J Schuemie' 'Gianluca Trifiro' 'Preciosa M Coloma' 'Patrick B Ryan' 'David Madigan'
277,24166235,The impact of drug and outcome prevalence on the feasibility and performance of analytical methods for a risk identification and analysis system.,'Christian G Reich' 'Patrick B Ryan' 'Marc A Suchard'
278,24166220,Variation in choice of study design: findings from the Epidemiology Design Decision Inventory and Evaluation (EDDIE) survey.,'Paul E Stang' 'Patrick B Ryan' 'J Marc Overhage' 'Martijn J Schuemie' 'Abraham G Hartzema' 'Emily Welebob'
279,24068252,Discussion: An estimate of the science-wise false discovery rate and application to the top medical literature.,'Martijn J Schuemie' 'Patrick B Ryan' 'Marc A Suchard' 'Zach Shahn' 'David Madigan'
280,23900808,Interpreting observational studies: why empirical calibration is needed to correct p-values.,'Martijn J Schuemie' 'Patrick B Ryan' 'William DuMouchel' 'Marc A Suchard' 'David Madigan'
281,25083251,Does design matter? Systematic evaluation of the impact of analytical choices on effect estimates in observational studies.,'David Madigan' 'Patrick B Ryan' 'Martijn Schuemie'
282,35077901,Developing an ETL tool for converting the PCORnet CDM into the OMOP CDM to facilitate the COVID-19 data integration.,'Yue Yu' 'Nansu Zong' 'Andrew Wen' 'Sijia Liu' 'Daniel J Stone' 'David Knaack' 'Alanna M Chamberlain' 'Emily Pfaff' 'Davera Gabriel' 'Christopher G Chute' 'Nilay Shah' 'Guoqian Jiang'
283,35046809,Combining a Pharmacological Network Model with a Bayesian Signal Detection Algorithm to Improve the Detection of Adverse Drug Events.,'Xiangmin Ji' 'Guimei Cui' 'Chengzhen Xu' 'Jie Hou' 'Yunfei Zhang' 'Yan Ren'
284,35115001,Evaluating the performance of temporal pattern discovery: new application using statins and rhabdomyolysis in OMOP databases.,'M Lavallee' 'T Yu' 'L Evans' 'M Van Hemelrijck' 'C Bosco' 'A Golozar' 'A Asiimwe'
285,35094685,Seek COVER: using a disease proxy to rapidly develop and validate a personalized risk calculator for COVID-19 outcomes in an international network.,'Ross D Williams' 'Aniek F Markus' 'Cynthia Yang' 'Talita Duarte-Salles' 'Scott L DuVall' 'Thomas Falconer' 'Jitendra Jonnagaddala' 'Chungsoo Kim' 'Yeunsook Rho' 'Andrew E Williams' 'Amanda Alberga Machado' 'Min Ho An' 'Maria Aragon' 'Carlos Areia' 'Edward Burn' 'Young Hwa Choi' 'Iannis Drakos' 'Maria Tereza Fernandes Abrahao' 'Sergio Fernandez-Bertolin' 'George Hripcsak' 'Benjamin Skov Kaas-Hansen' 'Prasanna L Kandukuri' 'Jan A Kors' 'Kristin Kostka' 'Siaw-Teng Liaw' 'Kristine E Lynch' 'Gerardo Machnicki' 'Michael E Matheny' 'Daniel Morales' 'Fredrik Nyberg' 'Rae Woong Park' 'Albert Prats-Uribe' 'Nicole Pratt' 'Gowtham Rao' 'Christian G Reich' 'Marcela Rivera' 'Tom Seinen' 'Azza Shoaibi' 'Matthew E Spotnitz' 'Ewout W Steyerberg' 'Marc A Suchard' 'Seng Chan You' 'Lin Zhang' 'Lili Zhou' 'Patrick B Ryan' 'Daniel Prieto-Alhambra' 'Jenna M Reps' 'Peter R Rijnbeek'
286,34952871,Investigating the impact of development and internal validation design when training prognostic models using a retrospective cohort in big US observational healthcare data.,'Jenna M Reps' 'Patrick Ryan' 'P R Rijnbeek'
287,34899334,"Bias, Precision and Timeliness of Historical (Background) Rate Comparison Methods for Vaccine Safety Monitoring: An Empirical Multi-Database Analysis.",'Xintong Li' 'Lana Yh Lai' 'Anna Ostropolets' 'Faaizah Arshad' 'Eng Hooi Tan' 'Paula Casajust' 'Thamir M Alshammari' 'Talita Duarte-Salles' 'Evan P Minty' 'Carlos Areia' 'Nicole Pratt' 'Patrick B Ryan' 'George Hripcsak' 'Marc A Suchard' 'Martijn J Schuemie' 'Daniel Prieto-Alhambra'
288,34860667,Open-source Software Sustainability Models: Initial White Paper From the Informatics Technology for Cancer Research Sustainability and Industry Partnership Working Group.,'Ye Ye' 'Seemran Barapatre' 'Michael K Davis' 'Keith O Elliston' 'Christos Davatzikos' 'Andrey Fedorov' 'Jean-Christophe Fillion-Robin' 'Ian Foster' 'John R Gilbertson' 'Andras Lasso' 'James V Miller' 'Martin Morgan' 'Steve Pieper' 'Brigitte E Raumann' 'Brion D Sarachan' 'Guergana Savova' 'Jonathan C Silverstein' 'Donald P Taylor' 'Joyce B Zelnis' 'Guo-Qiang Zhang' 'Jamie Cuticchia' 'Michael J Becich'
289,34841975,Combining cox regressions across a heterogeneous distributed research network facing small and zero counts.,'Martijn J Schuemie' 'Yong Chen' 'David Madigan' 'Marc A Suchard'
290,34640472,Assessment of Inter-Institutional Post-Operative Hypoparathyroidism Status Using a Common Data Model.,'Joon-Hyop Lee' 'Suhyun Kim' 'Kwangsoo Kim' 'Young Jun Chai' 'Hyeong Won Yu' 'Su-Jin Kim' 'June Young Choi' 'Yoo Seung Chung' 'Kyu Eun Lee' 'Ka Hee Yi'
291,34454423,Evaluating the impact of covariate lookback times on performance of patient-level prediction models.,'Jill Hardin' 'Jenna M Reps'
292,34389867,From clinical trials to clinical practice: How long are drugs tested and then used by patients?,'Chi Yuan' 'Patrick B Ryan' 'Casey N Ta' 'Jae Hyun Kim' 'Ziran Li' 'Chunhua Weng'
293,34287211,Evaluation of Three Feasibility Tools for Identifying Patient Data and Biospecimen Availability: Comparative Usability Study.,'Christina Schuttler' 'Hans-Ulrich Prokosch' 'Martin Sedlmayr' 'Brita Sedlmayr'
294,33260201,Towards clinical data-driven eligibility criteria optimization for interventional COVID-19 clinical trials.,'Jae Hyun Kim' 'Casey N Ta' 'Cong Liu' 'Cynthia Sung' 'Alex M Butler' 'Latoya A Stewart' 'Lyudmila Ena' 'James R Rogers' 'Junghwan Lee' 'Anna Ostropolets' 'Patrick B Ryan' 'Hao Liu' 'Shing M Lee' 'Mitchell S V Elkind' 'Chunhua Weng'
295,33107944,Association of Ticagrelor vs Clopidogrel With Net Adverse Clinical Events in Patients With Acute Coronary Syndrome Undergoing Percutaneous Coronary Intervention.,'Seng Chan You' 'Yeunsook Rho' 'Behnood Bikdeli' 'Jiwoo Kim' 'Anastasios Siapos' 'James Weaver' 'Ajit Londhe' 'Jaehyeong Cho' 'Jimyung Park' 'Martijn Schuemie' 'Marc A Suchard' 'David Madigan' 'George Hripcsak' 'Aakriti Gupta' 'Christian G Reich' 'Patrick B Ryan' 'Rae Woong Park' 'Harlan M Krumholz'
296,33024121,"Deep phenotyping of 34,128 adult patients hospitalised with COVID-19 in an international network study.",'Edward Burn' 'Seng Chan You' 'Anthony G Sena' 'Kristin Kostka' 'Hamed Abedtash' 'Maria Tereza F Abrahao' 'Amanda Alberga' 'Heba Alghoul' 'Osaid Alser' 'Thamir M Alshammari' 'Maria Aragon' 'Carlos Areia' 'Juan M Banda' 'Jaehyeong Cho' 'Aedin C Culhane' 'Alexander Davydov' 'Frank J DeFalco' 'Talita Duarte-Salles' 'Scott DuVall' 'Thomas Falconer' 'Sergio Fernandez-Bertolin' 'Weihua Gao' 'Asieh Golozar' 'Jill Hardin' 'George Hripcsak' 'Vojtech Huser' 'Hokyun Jeon' 'Yonghua Jing' 'Chi Young Jung' 'Benjamin Skov Kaas-Hansen' 'Denys Kaduk' 'Seamus Kent' 'Yeesuk Kim' 'Spyros Kolovos' 'Jennifer C E Lane' 'Hyejin Lee' 'Kristine E Lynch' 'Rupa Makadia' 'Michael E Matheny' 'Paras P Mehta' 'Daniel R Morales' 'Karthik Natarajan' 'Fredrik Nyberg' 'Anna Ostropolets' 'Rae Woong Park' 'Jimyung Park' 'Jose D Posada' 'Albert Prats-Uribe' 'Gowtham Rao' 'Christian Reich' 'Yeunsook Rho' 'Peter Rijnbeek' 'Lisa M Schilling' 'Martijn Schuemie' 'Nigam H Shah' 'Azza Shoaibi' 'Seokyoung Song' 'Matthew Spotnitz' 'Marc A Suchard' 'Joel N Swerdel' 'David Vizcaya' 'Salvatore Volpe' 'Haini Wen' 'Andrew E Williams' 'Belay B Yimer' 'Lin Zhang' 'Oleg Zhuk' 'Daniel Prieto-Alhambra' 'Patrick Ryan'
297,32626900,Learning from local to global: An efficient distributed algorithm for modeling time-to-event data.,'Rui Duan' 'Chongliang Luo' 'Martijn J Schuemie' 'Jiayi Tong' 'C Jason Liang' 'Howard H Chang' 'Mary Regina Boland' 'Jiang Bian' 'Hua Xu' 'John H Holmes' 'Christopher B Forrest' 'Sally C Morton' 'Jesse A Berlin' 'Jason H Moore' 'Kevin B Mahoney' 'Yong Chen'
298,31592524,"Leaf: an open-source, model-agnostic, data-driven web application for cohort discovery and translational biomedical research.",'Nicholas J Dobbins' 'Clifford H Spital' 'Robert A Black' 'Jason M Morrison' 'Bas de Veer' 'Elizabeth Zampino' 'Robert D Harrington' 'Bethene D Britt' 'Kari A Stephens' 'Adam B Wilcox' 'Peter Tarczy-Hornoch' 'Sean D Mooney'
299,31553307,Mapping ICD-10 and ICD-10-CM Codes to Phecodes: Workflow Development and Initial Evaluation.,'Patrick Wu' 'Aliya Gifford' 'Xiangrui Meng' 'Xue Li' 'Harry Campbell' 'Tim Varley' 'Juan Zhao' 'Robert Carroll' 'Lisa Bastarache' 'Joshua C Denny' 'Evropi Theodoratou' 'Wei-Qi Wei'
300,30815088,Clinical Concept Value Sets and Interoperability in Health Data Analytics.,'Sigfried Gold' 'Andrea Batch' 'Robert McClure' 'Guoqian Jiang' 'Hadi Kharrazi' 'Rishi Saripalle' 'Vojtech Huser' 'Chunhua Weng' 'Nancy Roderer' 'Ana Szarfman' 'Niklas Elmqvist' 'David Gotz'
301,29881733,A Comparison of Data Quality Assessment Checks in Six Data Sharing Networks.,'Tiffany J Callahan' 'Alan E Bauck' 'David Bertoch' 'Jeff Brown' 'Ritu Khare' 'Patrick B Ryan' 'Jenny Staab' 'Meredith N Zozus' 'Michael G Kahn'
302,29036387,Uncovering exposures responsible for birth season - disease effects: a global study.,'Mary Regina Boland' 'Pradipta Parhi' 'Li Li' 'Riccardo Miotto' 'Robert Carroll' 'Usman Iqbal' 'Phung-Anh Alex Nguyen' 'Martijn Schuemie' 'Seng Chan You' 'Donahue Smith' 'Sean Mooney' 'Patrick Ryan' 'Yu-Chuan Jack Li' 'Rae Woong Park' 'Josh Denny' 'Joel T Dudley' 'George Hripcsak' 'Pierre Gentine' 'Nicholas P Tatonetti'
303,28456512,Inter-labeler and intra-labeler variability of condition severity classification models using active and passive learning methods.,'Nir Nissim' 'Yuval Shahar' 'Yuval Elovici' 'George Hripcsak' 'Robert Moskovitch'
304,28261525,Sharing Clinical Big Data While Protecting Confidentiality and Security: Observational Health Data Sciences and Informatics.,'Rae Woong Park'
305,28103227,Ten Simple Rules to Enable Multi-site Collaborations through Data Sharing.,'Mary Regina Boland' 'Konrad J Karczewski' 'Nicholas P Tatonetti'
306,27764192,Incidence of Exposure of Patients in the United States to Multiple Drugs for Which Pharmacogenomic Guidelines Are Available.,'Matthias Samwald' 'Hong Xu' 'Kathrin Blagec' 'Philip E Empey' 'Daniel C Malone' 'Seid Mussa Ahmed' 'Patrick Ryan' 'Sebastian Hofer' 'Richard D Boyce'
307,27016383,Improving condition severity classification with an efficient active learning based framework.,'Nir Nissim' 'Mary Regina Boland' 'Nicholas P Tatonetti' 'Yuval Elovici' 'George Hripcsak' 'Yuval Shahar' 'Robert Moskovitch'
308,26527579,A normalization method for combination of laboratory test results from different electronic healthcare databases in a distributed research network.,'Dukyong Yoon' 'Martijn J Schuemie' 'Ju Han Kim' 'Dong Ki Kim' 'Man Young Park' 'Eun Kyoung Ahn' 'Eun-Young Jung' 'Dong Kyun Park' 'Soo Yeon Cho' 'Dahye Shin' 'Yeonsoo Hwang' 'Rae Woong Park'
309,26306268,Are All Vaccines Created Equal? Using Electronic Health Records to Discover Vaccines Associated With Clinician-Coded Adverse Events.,'Mary Regina Boland' 'Nicholas P Tatonetti'
310,25992385,Transparent reporting of data quality in distributed data networks.,'Michael G Kahn' 'Jeffrey S Brown' 'Alein T Chun' 'Bruce N Davidson' 'Daniella Meeker' 'Patrick B Ryan' 'Lisa M Schilling' 'Nicole G Weiskopf' 'Andrew E Williams' 'Meredith Nahm Zozus'
311,35211336,Ensuring a safe(r) harbor: Excising personally identifiable information from structured electronic health record data.,'Emily R Pfaff' 'Melissa A Haendel' 'Kristin Kostka' 'Adam Lee' 'Emily Niehaus' 'Matvey B Palchuk' 'Kellie Walters' 'Christopher G Chute'
312,35191114,Background rates of five thrombosis with thrombocytopenia syndromes of special interest for COVID-19 vaccine safety surveillance: Incidence between 2017 and 2019 and patient profiles from 38.6 million people in six European countries.,'Edward Burn' 'Xintong Li' 'Kristin Kostka' 'Henry Morgan Stewart' 'Christian Reich' 'Sarah Seager' 'Talita Duarte-Salles' 'Sergio Fernandez-Bertolin' 'Maria Aragon' 'Carlen Reyes' 'Eugenia Martinez-Hernandez' 'Edelmira Marti' 'Antonella Delmestri' 'Katia Verhamme' 'Peter Rijnbeek' 'Scott Horban' 'Daniel R Morales' 'Daniel Prieto-Alhambra'
313,35212277,"Real-world comparison of mono and dual combination therapies of metformin, sulfonylurea, and dipeptidyl peptidase-4 inhibitors using a common data model: A retrospective observational study.",'Kyung Ae Lee' 'Heung Yong Jin' 'Yu Ji Kim' 'Sang Soo Kim' 'Eun-Hee Cho' 'Tae Sun Park'
314,35204354,Renin-Angiotensin-Aldosterone System Inhibitors and Risk of Cancer: A Population-Based Cohort Study Using a Common Data Model.,'Seung-Hwa Lee' 'Jungchan Park' 'Rae Woong Park' 'Seo Jeong Shin' 'Jinseob Kim' 'Ji Dong Sung' 'Dae Jung Kim' 'Kwangmo Yang'
315,35345821,Unraveling COVID-19: A Large-Scale Characterization of 4.5 Million COVID-19 Cases Using CHARYBDIS.,'Kristin Kostka' 'Talita Duarte-Salles' 'Albert Prats-Uribe' 'Anthony G Sena' 'Andrea Pistillo' 'Sara Khalid' 'Lana Y H Lai' 'Asieh Golozar' 'Thamir M Alshammari' 'Dalia M Dawoud' 'Fredrik Nyberg' 'Adam B Wilcox' 'Alan Andryc' 'Andrew Williams' 'Anna Ostropolets' 'Carlos Areia' 'Chi Young Jung' 'Christopher A Harle' 'Christian G Reich' 'Clair Blacketer' 'Daniel R Morales' 'David A Dorr' 'Edward Burn' 'Elena Roel' 'Eng Hooi Tan' 'Evan Minty' 'Frank DeFalco' 'Gabriel de Maeztu' 'Gigi Lipori' 'Hiba Alghoul' 'Hong Zhu' 'Jason A Thomas' 'Jiang Bian' 'Jimyung Park' 'Jordi Martinez Roldan' 'Jose D Posada' 'Juan M Banda' 'Juan P Horcajada' 'Julianna Kohler' 'Karishma Shah' 'Karthik Natarajan' 'Kristine E Lynch' 'Li Liu' 'Lisa M Schilling' 'Martina Recalde' 'Matthew Spotnitz' 'Mengchun Gong' 'Michael E Matheny' 'Neus Valveny' 'Nicole G Weiskopf' 'Nigam Shah' 'Osaid Alser' 'Paula Casajust' 'Rae Woong Park' 'Robert Schuff' 'Sarah Seager' 'Scott L DuVall' 'Seng Chan You' 'Seokyoung Song' 'Sergio Fernandez-Bertolin' 'Stephen Fortin' 'Tanja Magoc' 'Thomas Falconer' 'Vignesh Subbian' 'Vojtech Huser' 'Waheed-Ul-Rahman Ahmed' 'William Carter' 'Yin Guan' 'Yankuic Galvan' 'Xing He' 'Peter R Rijnbeek' 'George Hripcsak' 'Patrick B Ryan' 'Marc A Suchard' 'Daniel Prieto-Alhambra'
316,35276502,Patient characteristics and antiseizure medication pathways in newly diagnosed epilepsy: Feasibility and pilot results using the common data model in a single-center electronic medical record database.,'Matthew Spotnitz' 'Anna Ostropolets' 'Victor G Castano' 'Karthik Natarajan' 'Genna J Waldman' 'Michael Argenziano' 'Ruth Ottman' 'George Hripcsak' 'Hyunmi Choi' 'Brett E Youngerman'
317,35313835,Gender differences in outpatients with dementia from a large psychiatric hospital in China.,'Jiaojiao Zhou' 'Chengwei Guo' 'Li Ren' 'Dandi Zhu' 'Wenfeng Zhen' 'Saina Zhang' 
318,35308947,Extracting Patient-level Social Determinants of Health into the OMOP Common Data Model.,'Jimmy Phuong' 'Elizabeth Zampino' 'Nicholas Dobbins' 'Juan Espinoza' 'Daniella Meeker' 'Heidi Spratt' 'Charisse Madlock-Brown' 'Nicole G Weiskopf' 'Adam Wilcox'
319,35297548,"Beacon v2 and Beacon networks: A ""lingua franca"" for federated data discovery in biomedical genomics, and beyond.",'Jordi Rambla' 'Michael Baudis' 'Roberto Ariosa' 'Tim Beck' 'Lauren A Fromont' 'Arcadi Navarro' 'Rahel Paloots' 'Manuel Rueda' 'Gary Saunders' 'Babita Singh' 'John D Spalding' 'Juha Tornroos' 'Claudia Vasallo' 'Colin D Veal' 'Anthony J Brookes'
320,35292697,Analysis of treatment pattern of anti-dementia medications in newly diagnosed Alzheimer's dementia using OMOP CDM.,'JungHyun Byun' 'Dong Yun Lee' 'Chang-Won Jeong' 'Yerim Kim' 'Hak Young Rhee' 'Ki Won Moon' 'Jeongwon Heo' 'Yoonki Hong' 'Woo Jin Kim' 'Seung-Joo Nam' 'Hoon Sung Choi' 'Ji In Park' 'In Kook Chun' 'So Hyeon Bak' 'Kyoungyul Lee' 'Gi Hwan Byeon' 'Kyoung Lae Kim' 'Jeong-Ah Kim' 'Young Joo Park' 'Jeong Hyun Kim' 'Eun Ju Lee' 'Sang-Ah Lee' 'Sung Ok Kwon' 'Sang-Won Park' 'Payam Hosseinzadeh Kasani' 'Jung-Kyeom Kim' 'Yeshin Kim' 'Seongheon Kim' 'Jae-Won Jang'
321,35275076,Patient-Level Fall Risk Prediction Using the Observational Medical Outcomes Partnership's Common Data Model: Pilot Feasibility Study.,'Hyesil Jung' 'Sooyoung Yoo' 'Seok Kim' 'Eunjeong Heo' 'Borham Kim' 'Ho-Young Lee' 'Hee Hwang'
322,35253022,Leveraging Differential Privacy in Geospatial Analyses of Standardized Healthcare Data.,'Daniel R Harris'
323,35249830,The Value of Federated Data Networks in Oncology: What Research Questions Do They Answer? Outcomes From a Systematic Literature Review.,'Matthias Hunger' 'Kristina Bardenheuer' 'Alun Passey' 'Rene Schade' 'Ruchika Sharma' 'Clare Hague'
324,35362796,Second primary malignancy risk in thyroid cancer and matched patients with and without radioiodine therapy analysis from the observational health data sciences and informatics.,'Seok Kim' 'Ji-In Bang' 'Dachung Boo' 'Borham Kim' 'In Young Choi' 'SooJeong Ko' 'Ie Ryung Yoo' 'Kwangsoo Kim' 'Junmo Kim' 'YoungHwan Joo' 'Hyun Gee Ryoo' 'Jin Chul Paeng' 'Jung Mi Park' 'Woncheol Jang' 'Byungwon Kim' 'Yangha Chung' 'Dongyoon Yang' 'Sooyoung Yoo' 'Ho-Young Lee'
325,35404974,"Extract, transform, load framework for the conversion of health databases to OMOP.",'Juan C Quiroz' 'Tim Chard' 'Zhisheng Sa' 'Angus Ritchie' 'Louisa Jorm' 'Blanca Gallego'
326,35390589,Development and validation of a management system and dataset quality assessment tool for the Radiology Common Data Model (R_CDM): A case study in liver disease.,'Tae-Hoon Kim' 'SiHyeong Noh' 'Youe Ree Kim' 'ChungSub Lee' 'Ji Eon Kim' 'Chang-Won Jeong' 'Kwon-Ha Yoon'
327,35631157,Opportunities of Digital Infrastructures for Disease Management-Exemplified on COVID-19-Related Change in Diagnosis Counts for Diabetes-Related Eye Diseases.,'Franziska Bathelt' 'Ines Reinecke' 'Yuan Peng' 'Elisa Henke' 'Jens Weidner' 'Martin Bartos' 'Robert Gott' 'Dagmar Waltemath' 'Katrin Engelmann' 'Peter Eh Schwarz' 'Martin Sedlmayr'
328,35612106,Evaluation and Challenges of Medical Procedure Data Harmonization to SNOMED-CT for Observational Research.,'Ines Reinecke' 'Michael Kallfelz' 'Martin Sedlmayr' 'Joscha Siebel' 'Franziska Bathelt'
329,35612098,FAIRifying a Quality Registry Using OMOP CDM: Challenges and Solutions.,'Daniel Puttmann' 'Nicolette De Keizer' 'Ronald Cornet' 'Eric Van Der Zwan' 'Ferishta Bakhshi-Raiez'
330,35589549,Identifying who has long COVID in the USA: a machine learning approach using N3C data.,'Emily R Pfaff' 'Andrew T Girvin' 'Tellen D Bennett' 'Abhishek Bhatia' 'Ian M Brooks' 'Rachel R Deer' 'Jonathan P Dekermanjian' 'Sarah Elizabeth Jolley' 'Michael G Kahn' 'Kristin Kostka' 'Julie A McMurry' 'Richard Moffitt' 'Anita Walden' 'Christopher G Chute' 'Melissa A Haendel'
331,35571357,Trajectories: a framework for detecting temporal clinical event sequences from health data standardized to the Observational Medical Outcomes Partnership (OMOP) Common Data Model.,'Kadri Kunnapuu' 'Solomon Ioannou' 'Kadri Ligi' 'Raivo Kolde' 'Sven Laur' 'Jaak Vilo' 'Peter R Rijnbeek' 'Sulev Reisberg'
